customerID,SeniorCitizen,Partner,Dependents,tenure,InternetService,OnlineSecurity,TechSupport,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,ChurnRiskScore
5129-JLPIS,0,0,0,0.5128330859569674,1,1,1,1,1,4,0.7533252993594792,0.3477645253128914,0,1.4660895141784795
3655-SNQYZ,0,1,0,0.7523064576279794,2,1,1,1,0,1,0.7267144920350948,0.9911506475226858,0,0.9646996712644442
8191-XWSZG,0,0,0,0.5574080720046087,0,1,0,2,0,3,0.16236800976934052,0.13050516383030766,0,0.14551502112699244
9959-WOFKT,0,0,1,0.7235132687458959,1,1,0,3,0,2,0.9141885279137827,0.931137944491294,0,0.42098630901805323
4190-MFLUW,0,0,1,0.39286685153763257,2,0,1,1,1,1,0.4745624398510775,0.06916623697310911,1,1.2048803751786021
4183-MYFRB,0,0,0,0.4553597630796844,1,0,0,2,1,4,0.6987346821754101,0.23313067301574494,0,0.7663921437756628
8779-QRDMV,1,0,0,0.23354154198875976,2,0,0,1,1,4,0.4937075067800259,0.009456569541222423,1,2.1049896005360385
1680-VDCWW,0,1,0,0.4005392231696504,0,0,0,2,0,2,0.5493182084110975,0.056891139794306156,0,0.6848684326554276
1066-JKSGK,0,0,0,0.49824635376342347,0,0,0,1,0,1,0.5229835066345314,0.2834468880422637,1,1.0475459714270767
3638-WEABW,0,1,0,0.4719936252194359,2,0,0,3,1,1,0.46806435101673993,0.44005801408306566,0,0.3303251011057467
6322-HRPFA,0,1,1,0.4736663079042549,2,1,1,1,0,3,0.5448514277392773,0.37451689339600436,0,1.1478620215218214
6865-JZNKO,0,0,0,0.4936002446541029,2,1,0,1,1,2,0.45834547586863655,0.19511890961297734,0,0.9266988458308972
6467-CHFZW,0,1,1,0.5395927481514946,1,0,0,1,1,1,0.4940374978544802,0.5973495829891277,1,0.9138811046648228
8665-UTDHZ,0,1,1,0.27918728768806644,2,0,0,1,0,4,0.1418299814561148,0.004757983952085891,1,0.506197060639006
5248-YGIJN,0,1,0,0.8163547031900557,2,0,1,1,1,2,0.644772635209343,0.8029255233843393,0,0.7888529088936032
8773-HHUOZ,0,0,1,0.437015749679944,2,0,0,1,1,3,0.5261803165728318,0.1384192602067699,1,1.2012817277856087
3841-NFECX,0,1,0,0.33352242070374705,1,1,1,3,1,1,0.5688595622377628,0.8521098958221617,0,0.5679694053084787
4929-XIHVW,1,1,0,0.19751631284978716,1,0,0,1,1,4,0.6807561451069513,0.02660383849917124,0,3.4292201750798394
6827-IEAUQ,0,1,1,0.4829105358017442,2,1,1,1,0,3,0.5709752209099586,0.12590241538222152,0,1.1799189698648849
7310-EGVHZ,0,0,0,0.2986392795640003,0,0,0,1,0,4,0.24485225248221687,0.0036872256024506663,0,0.8171567253749139
3413-BMNZE,1,0,0,0.34335256702541367,1,0,0,1,0,2,0.2811464342227619,0.00587615762835144,0,0.8164493636605095
6234-RAAPL,0,1,1,0.7223834212974141,1,1,1,3,0,2,0.7290046717862508,0.9160677719730727,0,0.3362334631168731
6047-YHPVI,0,0,0,0.44898424717068486,1,0,0,1,1,4,0.43448988539886624,0.04059588357510976,1,0.9655668795758057
6572-ADKRS,0,1,0,0.5944983802993666,1,0,0,1,1,1,0.5902231465386574,0.4484260019509916,0,0.991141480925511
5380-WJKOV,0,0,0,0.5426609033681264,1,0,0,1,1,4,0.8108976420298883,0.447358073966338,1,1.491550407627545
8168-UQWWF,0,0,0,0.4052741934116891,0,0,0,1,1,2,0.7416024786208981,0.33153408405024315,1,1.825374317756411
8865-TNMNX,0,1,1,0.30458729587429045,1,0,0,2,0,4,0.26558426817347114,0.059511819823838366,0,0.43525946797028164
9489-DEDVP,0,1,1,0.6007176822045956,2,1,0,3,1,3,0.50844555034366,0.613152742954295,0,0.2819758152523382
9867-JCZSP,0,1,1,0.4002325080833611,1,0,0,2,0,3,0.5789981603418132,0.05653117549191111,0,0.7224247455129956
4671-VJLCL,0,0,0,0.6201056029824115,2,1,0,3,1,3,0.5105392563471091,0.6128050405039503,0,0.2742892848186717
4080-IIARD,0,1,0,0.3017206861046059,2,1,1,1,1,4,0.6624581990645517,0.12389889597115657,0,2.188347970497258
3714-NTNFO,0,0,0,0.4645376588642539,1,0,1,1,1,4,0.5156370524879093,0.4922828160138366,0,1.107616199612895
5948-UJZLF,1,0,0,0.3026319963353238,2,0,0,1,0,3,0.40732438351827527,0.01341599432250697,0,1.3415067859595275
7760-OYPDY,0,0,0,0.24427176878654483,1,0,0,1,1,4,0.6139489722168482,0.018775804671858937,1,2.503137541080628
7639-LIAYI,0,0,0,0.4678413073714139,2,1,1,3,1,3,0.5860335961500529,0.34461285208161657,0,0.417247144689349
2954-PIBKO,0,1,1,0.7455114957078406,1,1,1,3,0,1,0.3825869001579168,0.5365067546238252,0,0.1709859232827978
8012-SOUDQ,0,1,0,0.5477400212481994,1,0,0,1,1,4,0.7397814333057051,0.48586078587697507,0,1.3481455783431844
9420-LOJKX,0,0,0,0.5066489080284539,1,1,0,1,1,2,0.8059925593704973,0.18038703382266874,1,1.5876968247616543
6575-SUVOI,1,1,0,0.4436813838568922,2,1,1,1,1,1,0.5001318351973092,0.33653651843848204,0,1.1246970378194696
7495-OOKFY,1,1,1,0.1924725935799424,2,0,0,1,1,4,0.5892253424887702,0.08160209818849275,1,3.0455235627226127
4667-QONEA,0,0,1,0.3719600662910235,2,0,1,2,0,1,0.4890558768392929,0.5631087512942965,0,0.6565212234822064
1658-BYGOY,1,0,0,0.4382212240100555,1,0,0,1,1,4,0.7853925849902892,0.21904717768664608,1,1.788148072216812
8769-KKTPH,0,1,1,0.6206452179312878,2,1,0,1,0,4,0.7638855790436345,0.7916832007057343,0,1.2288127649170928
5067-XJQFU,1,1,1,0.8207383742642966,1,0,1,2,1,4,0.6662846161525506,0.8912737585213898,0,0.4056584769004732
3957-SQXML,0,0,1,0.5236200401137708,0,0,0,3,0,1,0.36629154854508406,0.12775462717750008,0,0.2330306264564736
5954-BDFSG,0,0,0,0.5388614179422504,1,0,1,3,1,1,0.8317851194885877,0.7594732193720082,0,0.5142144018284162
0434-CSFON,0,1,0,0.44647307521063995,1,0,0,1,1,4,0.6824094096387976,0.2592842527608554,0,1.5250289848558276
1215-FIGMP,0,0,0,0.40749736375930745,1,0,0,1,1,2,0.6145704483690007,0.20698370530455196,0,1.504466130976342
0526-SXDJP,0,1,0,0.8187745447678754,2,0,0,1,0,2,0.29973147012065493,0.3717464320826598,0,0.3656267104579661
0557-ASKVU,0,1,1,0.3133739884999879,2,0,1,2,1,1,0.41979498767672874,0.12338491320317332,0,0.6687317252425728
5698-BQJOH,0,1,0,0.3462125056961159,1,0,0,1,0,4,0.5129867672738393,0.11049806360271033,1,1.4774432339220258
5122-CYFXA,0,0,0,0.40914507679226053,0,0,1,3,1,1,0.5407015329968322,0.2591831074184046,0,0.44015469405822083
8627-ZYGSZ,0,1,0,0.4930121441110075,1,0,0,2,1,4,0.5106339757616346,0.4601052794216725,0,0.5173469202885267
3410-YOQBQ,0,0,0,0.48253750870255824,2,0,0,2,0,3,0.3943186386516645,0.3164803369352601,0,0.40816565126671717
3170-NMYVV,0,1,1,0.5471720512745262,0,0,0,3,0,1,0.0807215665764967,0.11585596149788509,0,0.04914506709026069
7410-OIEDU,0,0,0,0.336836087949449,1,1,0,1,1,3,0.8004585043826087,0.11268226822487873,0,2.369369445523483
2273-QCKXA,0,0,0,0.3604561822762308,2,0,1,1,1,2,0.38828997986860403,0.0052728580637490165,0,1.074238037438979
0731-EBJQB,0,1,1,0.6781413851708376,1,0,0,2,1,4,0.5517349211507065,0.43921945020674824,0,0.40649961320279326
1891-QRQSA,1,1,1,0.7363153488771745,1,1,1,3,1,2,0.8052386435814849,0.4960338922683677,0,0.3643702726629266
8028-PNXHQ,0,1,1,0.7611076389112135,0,0,0,3,1,2,0.39935209033251456,0.17914740437781626,0,0.17482295843862095
5630-AHZIL,0,0,1,0.2104778338033062,2,1,1,1,1,2,0.34318465550086585,0.021069694337604163,0,1.622792560945461
2673-CXQEU,1,0,0,0.6401911947073098,1,0,0,2,0,1,0.7723885923397262,0.7722042112014238,0,0.6027775929498925
6416-JNVRK,0,1,0,0.6623452246893138,2,0,1,2,0,1,0.5167166394304854,0.3394881533799882,0,0.3897717145602722
5590-ZSKRV,0,1,1,0.2902780686902476,2,1,0,1,0,3,0.6845168604066647,0.06168742231580317,0,2.3500460006640496
0191-ZHSKZ,1,0,0,0.5667018329942508,2,1,1,1,1,4,0.5962801149648655,0.43458113571676527,0,1.0503403024434204
3887-PBQAO,0,1,0,0.5929801045381368,0,0,0,2,1,4,0.3809982049531,0.15341378838994907,0,0.3209865015185334
5919-TMRGD,0,1,1,0.3207333436599701,1,0,0,1,1,4,0.7242181505298224,0.25553905505717756,1,2.2509887918089895
8108-UXRQN,0,0,1,0.3979206668753227,2,1,0,2,0,4,0.3224218527524235,0.07294097646551174,0,0.4046249097481163
9191-MYQKX,0,1,0,0.39492479829195243,1,0,0,1,1,4,0.42342851895834305,0.06433307876592056,1,1.069467032085496
9919-YLNNG,0,0,0,0.5506779602629224,1,0,0,1,1,2,0.6914015498755406,0.33368236792313116,0,1.253270204135086
0318-ZOPWS,0,1,0,0.6149270157458534,0,0,0,3,0,2,0.1958015183467273,0.12436285938912127,0,0.10608057691337144
4445-ZJNMU,0,0,1,0.3809977739325827,1,0,0,1,1,1,0.6389440538764535,0.11949797928556231,0,1.6726381604234641
4808-YNLEU,0,1,0,0.4700154632671222,1,1,0,2,1,2,0.4060260693249741,0.27878124558619044,0,0.4314694213295855
1862-QRWPE,0,1,0,0.5230505007876857,2,0,0,3,0,2,0.16113866577363278,0.1840032535403281,0,0.10262618959452081
2796-NNUFI,0,1,1,0.690538649107194,0,0,0,3,1,3,0.5064458612553373,0.12002511669635348,0,0.24435103952076193
3016-KSVCP,0,1,0,0.44012679466712673,1,0,0,1,1,3,0.3622570187348424,0.13071616595273206,0,0.821208376172662
4767-HZZHQ,0,1,1,0.3821742903005745,1,0,0,1,0,2,0.5949401143691395,0.3256179415866775,0,1.5526618811049377
2424-WVHPL,0,0,0,0.3793418765541246,0,0,1,1,1,3,0.5274343676102524,0.03920562442230357,0,1.3867375646057627
7233-PAHHL,0,1,1,0.8137469287313537,2,1,1,3,1,3,0.6108264012344011,0.7191653738961995,0,0.2501090001802405
6067-NGCEU,0,1,0,0.7906441906320705,1,1,0,1,1,1,0.7563123954141242,0.8948009399055802,0,0.9553690968290485
9848-JQJTX,0,0,0,0.8155528262136811,2,0,0,3,1,2,0.5606877213784209,0.5123570482665069,0,0.2290710596560508
8637-XJIVR,0,0,0,0.43302418752557725,1,0,0,1,1,4,0.4803546705105862,0.12278351110752492,1,1.1067463157966944
9803-FTJCG,0,1,1,0.6327173600378058,2,1,1,2,1,1,0.6347360135078994,0.6016072512530803,0,0.501199156534498
0278-YXOOG,0,0,0,0.5560099936468094,0,1,0,1,0,2,0.2414486096063186,0.0720419175010383,1,0.43347267079631085
3212-KXOCR,0,0,0,0.6394775178708514,0,0,0,3,0,2,0.0941071272158272,0.142027170629393,0,0.049028618921101795
4598-XLKNJ,1,1,0,0.32884269314694636,1,0,0,1,1,4,0.7344663730766585,0.31819285011001525,1,2.226717124060864
6380-ARCEH,0,0,0,0.313912570071397,1,0,0,3,0,3,0.2524954882148696,0.0016479818920849608,0,0.2678321716413597
3679-XASPY,0,1,1,0.1827385483697177,0,0,0,1,0,4,0.2709930990224443,0.09591057872720679,0,1.4748842930725319
7123-WQUHX,0,0,0,0.4986518214668189,0,0,1,2,0,2,0.834131644078137,0.45414721320316276,0,0.835549033585552
5386-THSLQ,1,1,0,0.7487292452303851,1,0,0,2,0,2,0.2728542040644811,0.3823006777065227,0,0.18208993162071477
3192-NQECA,0,1,0,0.5715400561264663,1,0,1,3,1,2,0.6941021601792312,0.9550625036355035,1,0.40457799049709864
6180-YBIQI,0,0,1,0.23244749565475614,2,0,0,1,0,1,0.3295092783477717,0.01354435360177146,0,1.4114920248923153
6728-DKUCO,0,1,1,0.7489552334835882,1,1,0,2,1,4,0.8849344534134505,0.9199754297753713,0,0.5903851316776675
9750-BOOHV,0,0,0,0.4265454933617037,2,1,0,2,0,3,0.30778239466988033,0.11742955263554015,0,0.36036253684240543
8597-CWYHH,0,0,0,0.42000535231106,1,0,0,2,1,3,0.6124586752742414,0.49630811513936407,0,0.7282412362984477
2848-YXSMW,0,1,1,0.6535650256114748,0,1,0,3,0,1,0.26319891517003435,0.1715493579873998,0,0.13416912662836308
0486-HECZI,0,1,0,0.5560948848848581,1,1,0,1,1,4,0.6839152923424912,0.6612189770061235,1,1.227645973600789
4549-ZDQYY,0,1,0,0.6881660471515152,2,1,1,2,0,1,0.5723419964024872,0.3804952678765234,0,0.41554393364521774
5712-AHQNN,0,0,0,0.5999523093996074,1,0,0,1,1,4,0.6353827945516495,0.4982271917228704,0,1.057293207153893
4846-WHAFZ,1,1,0,0.36882412114905055,1,1,0,1,1,3,0.5853763696617094,0.3603723077967023,1,1.5828507016874234
5256-SKJGO,0,1,1,0.4538856041398011,0,0,1,3,1,1,0.5533878800669034,0.4293112795148838,0,0.40610950242442984
3071-VBYPO,0,0,1,0.4492466762787859,1,1,0,1,0,1,0.6691970408284045,0.03244173315863344,0,1.4862897964271653
9560-BBZXK,0,0,0,0.41823629788410077,2,1,0,3,0,4,0.47284785251519956,0.1448803587933372,0,0.37655849608574016
5299-RULOA,0,1,0,0.29726489161124287,1,1,0,1,1,4,0.3405312431531754,0.1323692426159769,1,1.1417074309805872
8402-OOOHJ,0,0,0,0.4219438525095831,0,0,0,3,0,3,0.5782709959871168,0.10404846166022207,0,0.45647031173992025
9445-ZUEQE,0,1,1,0.4629704264455777,0,0,1,1,1,1,0.42545219235377,0.27375959940982436,0,0.9169812731667161
1091-SOZGA,0,1,1,0.6164982864520647,1,0,0,1,1,1,0.7705372180820591,0.4264344476086833,0,1.2478370142681756
2928-HLDBA,0,0,0,0.42407768165785675,0,0,0,1,0,3,0.26929571868851354,0.0167569691710512,0,0.6335211899110444
0404-SWRVG,0,0,0,0.1735719681016386,1,0,0,1,1,4,0.4642690421935525,0.029908329101625428,1,2.6594707457456606
6497-TILVL,0,1,0,0.3762908532820073,2,1,0,1,0,3,0.47698594158355695,0.04502485192278968,0,1.2642393459430945
7219-TLZHO,0,1,1,0.36753205007149864,0,0,0,1,0,3,0.27907242723838416,0.00819282464272406,0,0.7572541579063246
4622-YNKIJ,0,0,0,0.3806659423284109,1,1,0,3,1,4,0.626899466040024,0.3839751286227553,0,0.5484695169487173
4412-YLTKF,1,0,0,0.549513890824668,1,0,0,1,1,4,0.3952935894656889,0.26797565294347025,1,0.7180447143187257
6734-PSBAW,0,1,0,0.731578628496766,0,0,0,3,1,2,0.7412194363171887,0.21793156504663255,0,0.3375722195074831
3930-ZGWVE,0,0,0,0.3827221143113071,0,0,0,1,0,2,0.36472375039729577,0.003611073384801328,0,0.9504892650033762
2639-UGMAZ,1,0,0,0.6366164052281784,2,1,1,2,0,4,0.6244018412230087,0.35515307250302347,0,0.4900217888749733
2876-GZYZC,1,0,0,0.3646246437236046,1,0,1,1,1,4,0.5675025719482134,0.2568402378151838,0,1.552145298983783
6207-WIOLX,0,1,1,0.4987847679546087,2,1,0,1,1,1,0.37390751048579945,0.19164240973575272,1,0.7481370671139749
8587-XYZSF,0,0,0,0.7481026852426752,2,0,1,3,0,2,0.4602417157148553,0.4117968992968749,0,0.20497931878021305
3091-FYHKI,0,1,0,0.2500699493881322,2,0,0,1,1,4,0.4172560084594273,0.0058437837457100805,1,1.661911389540235
2372-HWUHI,0,0,0,0.3690141905896032,2,0,0,1,0,4,0.2572097519932608,0.011530593012622641,1,0.6951348314058092
7799-LGRDP,0,0,0,0.5506051418054343,0,0,0,1,1,1,0.38589909579185266,0.40515679839667756,0,0.6995929996750637
7850-VWJUU,0,0,0,0.33745069994389515,1,0,0,1,1,2,0.5160395574946615,0.22733140246335926,0,1.5247111546237166
3774-VBNXY,0,0,1,0.6422822463463578,0,0,0,3,1,3,0.4692126749983304,0.16090734019854083,0,0.2433869173813098
6217-KDYWC,0,0,1,0.6624024126364647,0,0,0,2,1,4,0.3078726614584465,0.1486785167937785,0,0.23221567427548623
0390-DCFDQ,1,1,0,0.38406558214578346,1,0,0,1,0,2,0.7200350965502313,0.009331565829580004,1,1.8699025047573077
3146-MSEGF,1,1,1,0.8692920870391497,2,1,0,2,1,1,0.5275316172528237,0.2493454783735114,0,0.30325156155914723
4080-OGPJL,0,1,0,0.4237297217862217,2,1,1,1,0,1,0.5093933322068058,0.07276429924401065,1,1.1993352621156983
1095-WGNGG,0,1,0,0.6900173234894824,1,1,0,3,1,2,0.6075965426396954,0.7516509261801824,0,0.29337580674147173
2636-SJDOU,0,0,0,0.7745125236478296,1,1,0,2,0,1,0.7032246829428612,0.6629292325462796,0,0.45368601247430346
1131-QQZEB,1,1,0,0.9046414415354501,1,0,1,1,0,2,0.2959596056769418,0.22363803561809625,0,0.32679556400948645
5716-EZXZN,0,1,1,0.5678564466261147,1,1,1,3,1,1,0.6997533204127124,0.8076329774120067,0,0.4105161955234125
6837-BJYDQ,0,1,0,0.38043907551260714,0,0,0,2,0,3,0.1721241148926335,0.008333598751496056,0,0.22592079148222885
2135-RXIHG,0,0,0,0.3446185029282431,2,0,0,1,1,4,0.4290067578235756,0.011432123075845894,1,1.2412725423807691
6440-DKQGE,0,0,1,0.3928866285093582,2,0,0,2,0,1,0.49955957401963724,0.24523658245113583,0,0.6349473238485448
3466-BYAVD,0,1,1,0.3550528517874978,2,0,1,1,0,2,0.6846036931148913,0.13519983080736686,0,1.922758628888842
3780-YVMFA,0,1,1,0.4143472128858233,2,0,1,1,1,4,0.39598859606616615,0.07296397000163221,0,0.9533917257199009
3874-EQOEP,0,0,0,0.34531009638474214,1,0,0,1,0,3,0.5129867672738393,0.08490049967904224,1,1.4812931318754374
1679-JRFBR,0,0,1,0.7650660562893541,1,1,0,2,1,1,0.9144897455703573,0.7468388222362676,0,0.5972637749920798
9073-ZZIAY,0,1,1,0.8521201349231438,2,0,1,3,0,1,0.6120701536738089,0.6545352168359514,0,0.23933668188977553
3077-RSNTJ,0,1,1,0.38453838117463435,0,0,0,1,1,3,0.1444095275886882,0.016048483827827368,0,0.37456589185416567
6551-GNYDG,0,1,0,0.44165080934761924,1,0,0,3,1,4,0.7005174100117093,0.14764301019025908,0,0.5283126266043288
9167-APMXZ,0,0,0,0.6780157235101247,1,0,0,1,1,1,0.4626808692879958,0.23112616666457148,0,0.681399345064057
2749-CTKAJ,0,1,1,0.4272444103665476,0,0,0,2,0,3,0.4695088715068379,0.056523577385405685,0,0.5488194119293119
6371-NZYEG,0,1,1,0.433513725780763,2,1,0,3,0,3,0.738361211501924,0.13006662586761825,0,0.5672976194342443
7554-NEWDD,0,0,1,0.3118321216242792,0,0,0,3,0,2,0.13896701893170924,0.03240338813201502,0,0.14839034527440895
8992-VONJD,0,1,1,0.2994199954266114,0,1,0,1,1,4,0.35548302465152326,0.0978541965665098,0,1.1832868319790752
0867-MKZVY,0,1,0,0.337021057908073,1,1,0,1,0,4,0.6391729185900443,0.201103698313621,1,1.8909263302875985
4482-EWFMI,0,0,0,0.27184318429529647,1,0,0,1,1,4,0.5646766624607862,0.018996423935749275,0,2.06960149625596
4648-YPBTM,0,0,0,0.6508346637081572,2,0,0,3,1,2,0.5719340037260248,0.5004369117877744,0,0.2927733991456088
2907-ILJBN,0,1,1,0.3032003936266842,0,0,0,2,1,3,0.13624554309592452,0.03155403753110108,0,0.2243091315571372
6345-FZOQH,0,1,0,0.6210474370459624,0,0,0,1,0,3,0.25412693044134504,0.17288500940168036,0,0.40853303993690093
3376-BMGFE,0,0,0,0.3745007234458687,1,0,0,1,1,2,0.5742377627350481,0.1857864494762435,1,1.5292587387460224
5997-OPVFA,0,1,0,0.5517676143717005,2,0,1,3,1,2,0.5750722651335307,0.7904848763163475,0,0.3472023655118288
3445-HXXGF,1,1,0,0.5933168812292405,2,0,0,1,1,4,0.4637929461649162,0.3327284784679259,1,0.7803798963368525
1159-WFSGR,0,1,0,0.39220689671827424,0,0,0,1,0,4,0.3965760341875101,0.0426921611253672,0,1.0085683580256473
7654-YWJUF,0,1,0,0.5221980716801827,0,1,1,2,1,2,0.7554762793159608,0.4493373102548233,0,0.7226698549772014
1875-QIVME,0,0,0,0.2994956420647554,1,0,1,1,1,4,0.7274347397991545,0.032930716286443895,1,2.420782993060498
6727-IOTLZ,0,1,0,0.5486260284265972,2,0,1,3,0,3,0.4832412743835898,0.27520077418607275,0,0.29342868710375175
0691-JVSYA,0,1,0,0.4795340611446739,1,0,0,1,1,1,0.6731300394162849,0.6302287784799483,1,1.4007956851442136
5918-VUKWP,0,0,0,0.3929618730448424,0,0,0,2,0,2,0.31790509267631595,0.08500770197474275,0,0.40398462272364144
1744-JHKYS,0,1,0,0.48407479751740556,0,0,0,1,0,4,0.2199128333420267,0.09893650713096572,0,0.45335860462661065
2656-FMOKZ,1,0,0,0.47778807100604404,1,0,0,1,1,3,0.4786445351537274,0.14334245054966993,1,0.999700210049062
2070-FNEXE,1,0,0,0.6548106547814345,1,1,0,1,0,2,0.6197159943212326,0.06567596390632163,1,0.9449617657214926
5947-SGKCL,0,1,1,0.5007002164961415,1,0,0,1,1,2,0.7414081597049014,0.5853523714134686,0,1.4777911894933444
3712-PKXZA,0,1,0,0.6254577200764813,0,0,0,2,1,1,0.25815714372291365,0.4047352214045332,0,0.2062097290623489
6317-YPKDH,0,0,0,0.24600429138442986,2,0,0,1,0,1,0.3232832236268065,0.005889523573077768,1,1.308816222644725
6582-OIVSP,0,0,0,0.2584696152337993,2,0,0,1,0,3,0.3470823835776702,0.007805532454457455,0,1.3376609945828377
9367-WXLCH,0,0,0,0.3299091765673824,1,0,0,1,0,2,0.6362291604259074,0.0869961050585911,1,1.9226700420511103
5524-KHNJP,0,0,1,0.49538218972934595,2,1,0,1,0,1,0.4756332971474198,0.30865267101625726,0,0.9581997641912988
1918-ZBFQJ,0,0,0,0.4717883400750521,1,0,0,1,1,4,0.45824824283600024,0.1400356692475242,1,0.9692460748149082
1024-GUALD,0,1,0,0.3693780000597458,2,1,0,1,1,4,0.29659284154020393,0.005724117863290809,1,0.8007841758753501
4827-USJHP,0,0,0,0.3705908838216616,2,0,0,1,1,3,0.4312948040605784,0.1289864421179895,0,1.1606711112632424
8167-GJLRN,0,1,0,0.28448846554165974,2,0,1,1,0,4,0.47853043205765855,0.011665563021073,0,1.6761813166417725
0956-SYCWG,0,0,0,0.3774790618819247,0,0,0,2,1,4,0.6307369351110441,0.03255413760195545,0,0.8343543316535313
8017-UVSZU,0,1,0,0.791319388546728,2,0,0,1,0,4,0.2880574182049745,0.2996221164133525,0,0.36356224821574706
7100-FQPRV,0,1,0,0.5745958940032918,2,1,0,2,1,1,0.6599159679774622,0.44041346841629936,0,0.5737442875689224
2472-OVKUP,0,1,0,0.31818726276249626,2,1,0,1,1,1,0.874158711542486,0.04050896765265594,1,2.738701738837674
2984-RGEYA,0,0,0,0.3710402634609136,0,0,0,3,0,2,0.32334351472495293,0.17282082274469796,0,0.29022303283100276
9680-NIAUV,0,1,1,0.5526577416744167,1,1,0,3,0,1,0.8183378598888777,1.0,0,0.493279727210431
2146-EGVDT,0,1,1,0.6587281450324989,1,0,0,2,0,1,0.404485459072852,0.26042695007618616,0,0.3067871586800284
2604-IJPDU,0,1,1,0.6548106547814345,1,1,1,1,1,4,0.6199739327734886,0.24087016451279955,0,0.9453550781057538
9178-JHUVJ,0,1,0,0.29138892615352685,0,0,0,1,1,2,0.28202809553668273,0.07485976890760948,0,0.9645649007534441
6168-YBYNP,0,0,1,0.6532136913603692,2,0,1,1,1,4,0.7520156174790822,0.8219074304058664,0,1.1494953826407148
7255-SSFBC,0,0,1,0.8666776145461713,1,0,1,3,1,2,0.8076673182395808,0.5898814146232083,0,0.3105179237605309
3645-DEYGF,0,0,1,0.27856833454943125,2,0,0,1,0,3,0.21286774866311142,0.004505075834454017,0,0.7614158055710479
9323-HGFWY,0,1,1,0.5431906288236442,1,1,1,1,1,4,0.6646877394069963,0.33981410871083484,0,1.221424449817936
8544-GOQSH,0,0,0,0.445689778314094,1,0,1,1,1,1,0.46682026443048863,0.13996272741507662,0,1.0450659206762498
3363-DTIVD,0,1,1,0.6976521811018351,1,1,0,3,0,4,0.6467892336475665,0.5469775645285101,0,0.30888379021779955
7018-WBJNK,0,0,1,0.30880177908223916,1,0,0,1,1,1,0.6374465410629153,0.18834169955304902,0,2.057594836773679
9142-KZXOP,0,0,0,0.508216635388391,1,0,0,1,0,1,0.4906637636692401,0.37369154448943454,0,0.9635658569854062
7674-YTAFD,0,0,0,0.630825189546949,1,0,1,2,1,2,0.5360503514564514,0.3395488525444903,0,0.4245437694646173
6348-SNFUS,0,1,0,0.6296920087129814,2,1,1,3,1,1,0.7383622253905944,0.5245492066296694,0,0.3906521299563405
1285-OKIPP,0,0,0,0.2704636349287715,1,0,0,1,0,3,0.5298179894153672,0.012151192392146192,1,1.9517088893117653
7825-ECJRF,0,0,0,0.3361447870380775,1,1,1,1,1,3,0.8047413773076928,0.24500916671848327,1,2.3869310997734763
1347-KTTTA,0,1,0,0.788345151220004,1,0,1,2,1,1,0.6866095637956882,0.8371503864407682,0,0.4351992040096834
7841-TZDMQ,0,0,0,0.3413878071859349,1,0,0,1,1,1,0.7074694859912523,0.011480179337679523,1,2.0662811909276266
4195-NZGTA,0,0,0,0.5434510476125483,2,0,0,1,0,4,0.28828371163921196,0.0035337242937763043,0,0.5294942729991134
7157-SMCFK,0,0,1,0.7959696620639166,0,0,0,3,1,2,0.36003026775921876,0.13994661246153559,0,0.15070907675438763
